# label  time(ns)  cluster_avg  std
500  612.150000  1.030165  0.012547
500  612.562500  1.028795  0.012477
500  612.975000  1.027714  0.012656
500  613.387500  1.026713  0.012352
500  613.800000  1.025591  0.012263
500  614.212500  1.026237  0.011633
500  614.625000  1.025746  0.011641
500  615.037500  1.025005  0.011657
500  615.450000  1.025258  0.011149
500  615.862500  1.025085  0.011144
500  616.275000  1.024841  0.011307
500  616.687500  1.023856  0.011976
500  617.100000  1.024292  0.011980
500  617.512500  1.025850  0.011481
500  617.925000  1.025397  0.011467
500  618.337500  1.025898  0.011441
500  618.750000  1.026661  0.011591
500  619.162500  1.027731  0.011919
500  619.575000  1.027426  0.011910
500  619.987500  1.027950  0.011913
500  620.400000  1.028915  0.011735
500  620.812500  1.029708  0.011449
500  621.225000  1.030665  0.011168
500  621.637500  1.030137  0.011038
500  622.050000  1.030464  0.010809
500  622.462500  1.030689  0.010887
500  622.875000  1.030638  0.010520
500  623.287500  1.030680  0.010266
500  623.700000  1.030771  0.010248
500  624.112500  1.029955  0.010741
500  624.525000  1.030177  0.010736
500  624.937500  1.030904  0.010747
500  625.350000  1.031765  0.010496
500  625.762500  1.032164  0.010511
500  626.175000  1.032660  0.010598
500  626.587500  1.031877  0.010423
500  627.000000  1.031614  0.010549
500  627.412500  1.030915  0.010143
500  627.825000  1.031355  0.010099
500  628.237500  1.029759  0.010521
500  628.650000  1.029915  0.010507
500  629.062500  1.029226  0.010747
500  629.475000  1.029147  0.011155
500  629.887500  1.029896  0.011097
500  630.300000  1.030400  0.011048
500  630.712500  1.030431  0.011322
500  631.125000  1.030798  0.011189
500  631.537500  1.031135  0.011207
500  631.950000  1.031544  0.011232
500  632.362500  1.031995  0.011329
500  632.775000  1.032459  0.011284
500  633.187500  1.033070  0.011403
500  633.600000  1.033785  0.011992
500  634.012500  1.034024  0.012456
500  634.425000  1.034112  0.012597
500  634.837500  1.035519  0.012635
500  635.250000  1.037158  0.012650
500  635.662500  1.037825  0.012248
500  636.075000  1.038088  0.011488
500  636.487500  1.039401  0.011574
500  636.900000  1.039803  0.011371
500  637.312500  1.040078  0.011109
500  637.725000  1.040874  0.011128
500  638.137500  1.041384  0.011169
500  638.550000  1.041072  0.012765
500  638.962500  1.041345  0.012496
500  639.375000  1.041608  0.012885
500  639.787500  1.041814  0.012889
500  640.200000  1.042187  0.012459
500  640.612500  1.042668  0.012287
500  641.025000  1.043952  0.012190
500  641.437500  1.044118  0.012146
500  641.850000  1.044672  0.011941
500  642.262500  1.044270  0.012107
500  642.675000  1.043999  0.012384
500  643.087500  1.043646  0.011569
500  643.500000  1.043855  0.011605
500  643.912500  1.043975  0.011692
500  644.325000  1.043939  0.011737
500  644.737500  1.044065  0.011511
500  645.150000  1.045051  0.011282
500  645.562500  1.044739  0.011268
500  645.975000  1.044345  0.012685
500  646.387500  1.044642  0.013503
500  646.800000  1.045215  0.013571
500  647.212500  1.045358  0.013338
500  647.625000  1.046186  0.013549
500  648.037500  1.046836  0.013151
500  648.450000  1.047506  0.013036
500  648.862500  1.048326  0.012931
500  649.275000  1.048545  0.013200
500  649.687500  1.048518  0.013167
500  650.100000  1.049301  0.013198
500  650.512500  1.050805  0.013057
500  650.925000  1.053026  0.013322
500  651.337500  1.053915  0.013611
500  651.750000  1.055144  0.013563
500  652.162500  1.055790  0.013215
500  652.575000  1.056984  0.013342
500  652.987500  1.057397  0.013154
500  653.400000  1.057520  0.012739
500  653.812500  1.057189  0.012613
500  654.225000  1.056820  0.012408
500  654.637500  1.055843  0.012145
500  655.050000  1.055325  0.012153
500  655.462500  1.057204  0.011975
500  655.875000  1.056805  0.011966
500  656.287500  1.057083  0.011973
500  656.700000  1.056615  0.012647
500  657.112500  1.056571  0.012435
500  657.525000  1.056558  0.012244
500  657.937500  1.056502  0.012087
500  658.350000  1.056446  0.012072
500  658.762500  1.055022  0.011611
500  659.175000  1.055302  0.011608
500  659.587500  1.055357  0.011610
500  660.000000  1.055550  0.011797
500  660.412500  1.055387  0.011810
500  660.825000  1.055353  0.011887
500  661.237500  1.054916  0.011894
500  661.650000  1.054224  0.011743
500  662.062500  1.053580  0.011710
500  662.475000  1.052633  0.011921
500  662.887500  1.053769  0.011301
500  663.300000  1.054409  0.010761
500  663.712500  1.054928  0.010926
500  664.125000  1.054603  0.011043
500  664.537500  1.055420  0.011155
500  664.950000  1.054794  0.011182
500  665.362500  1.055673  0.012188
500  665.775000  1.055294  0.012202
500  666.187500  1.055672  0.012039
500  666.600000  1.056397  0.012187
500  667.012500  1.056274  0.012160
500  667.425000  1.056525  0.012274
500  667.837500  1.055270  0.011909
500  668.250000  1.055378  0.011569
500  668.662500  1.055132  0.011698
500  669.075000  1.054906  0.011928
500  669.487500  1.053877  0.011826
500  669.900000  1.052691  0.011817
500  670.312500  1.051299  0.011719
500  670.725000  1.050405  0.011653
500  671.137500  1.049040  0.011841
500  671.550000  1.048330  0.011748
500  671.962500  1.048721  0.011881
500  672.375000  1.047754  0.011816
500  672.787500  1.047528  0.011790
500  673.200000  1.046940  0.011665
500  673.612500  1.047636  0.010777
500  674.025000  1.047418  0.010801
500  674.437500  1.047049  0.010867
500  674.850000  1.046923  0.011343
500  675.262500  1.045912  0.011399
500  675.675000  1.046421  0.010944
500  676.087500  1.046026  0.010912
500  676.500000  1.045836  0.010645
500  676.912500  1.045213  0.010624
500  677.325000  1.044645  0.010614
500  677.737500  1.044672  0.010989
500  678.150000  1.044594  0.010830
500  678.562500  1.044398  0.010874
500  678.975000  1.043873  0.010830
500  679.387500  1.044228  0.010039
500  679.800000  1.043271  0.010342
500  680.212500  1.043999  0.010637
500  680.625000  1.043435  0.010648
500  681.037500  1.044734  0.010558
500  681.450000  1.044691  0.010693
500  681.862500  1.044778  0.010350
500  682.275000  1.044295  0.010140
500  682.687500  1.044177  0.010196
500  683.100000  1.043891  0.010197
500  683.512500  1.042721  0.010239
500  683.925000  1.041978  0.010497
500  684.337500  1.041669  0.010501
500  684.750000  1.041567  0.010425
500  685.162500  1.042156  0.010653
500  685.575000  1.042958  0.012206
500  685.987500  1.042285  0.012231
500  686.400000  1.041550  0.012276
500  686.812500  1.040797  0.012234
500  687.225000  1.040378  0.012198
500  687.637500  1.040166  0.012091
500  688.050000  1.041496  0.012306
500  688.462500  1.041647  0.011751
500  688.875000  1.041157  0.011754
500  689.287500  1.040558  0.011751
500  689.700000  1.040264  0.011840
500  690.112500  1.040177  0.011732
500  690.525000  1.039598  0.011741
500  690.937500  1.039146  0.011759
500  691.350000  1.038507  0.011757
500  691.762500  1.037335  0.011623
500  692.175000  1.037384  0.011174
500  692.587500  1.036636  0.011168
500  693.000000  1.036672  0.011292
500  693.412500  1.035932  0.011511
500  693.825000  1.035922  0.011602
500  694.237500  1.035745  0.011511
500  694.650000  1.035183  0.011427
500  695.062500  1.035108  0.011457
500  695.475000  1.034209  0.011657
500  695.887500  1.034511  0.011557
500  696.300000  1.034339  0.011554
500  696.712500  1.034939  0.011033
500  697.125000  1.034479  0.010951
500  697.537500  1.034957  0.010831
500  697.950000  1.034602  0.010595
500  698.362500  1.034675  0.010571
500  698.775000  1.035819  0.010479
500  699.187500  1.036201  0.010798
500  699.600000  1.036352  0.010895
500  700.012500  1.036141  0.010907
500  700.425000  1.037018  0.010694
500  700.837500  1.037409  0.010338
500  701.250000  1.038509  0.010862
500  701.662500  1.038416  0.011189
500  702.075000  1.038287  0.011129
500  702.487500  1.037005  0.010049
500  702.900000  1.036863  0.010087
500  703.312500  1.036516  0.010243
500  703.725000  1.037044  0.010131
500  704.137500  1.037021  0.010434
500  704.550000  1.037002  0.010884
500  704.962500  1.036817  0.010030
500  705.375000  1.036937  0.010343
500  705.787500  1.037450  0.010313
500  706.200000  1.037514  0.010453
500  706.612500  1.037445  0.010459
500  707.025000  1.037830  0.010418
500  707.437500  1.038190  0.010397
500  707.850000  1.038366  0.010373
500  708.262500  1.038882  0.010369
500  708.675000  1.039168  0.010416
500  709.087500  1.039748  0.010417
500  709.500000  1.040340  0.010424
500  709.912500  1.039963  0.010240
500  710.325000  1.040787  0.010027
500  710.737500  1.040678  0.009913
500  711.150000  1.041035  0.010062
500  711.562500  1.040547  0.010908
500  711.975000  1.040293  0.011299
500  712.387500  1.041791  0.011251
500  712.800000  1.042331  0.011119
500  713.212500  1.043596  0.011111
500  713.625000  1.044600  0.011112
500  714.037500  1.045624  0.011113
500  714.450000  1.046142  0.011340
500  714.862500  1.047959  0.012005
500  715.275000  1.048378  0.011933
500  715.687500  1.048309  0.011579
500  716.100000  1.047395  0.011150
500  716.512500  1.047338  0.010788
500  716.925000  1.047433  0.010806
500  717.337500  1.047382  0.010439
500  717.750000  1.047926  0.010414
500  718.162500  1.047764  0.010092
500  718.575000  1.048103  0.010028
500  718.987500  1.048173  0.010303
500  719.400000  1.047537  0.010379
500  719.812500  1.046428  0.010856
500  720.225000  1.046526  0.010871
500  720.637500  1.046281  0.010867
500  721.050000  1.045770  0.011188
500  721.462500  1.045941  0.011144
500  721.875000  1.045065  0.011223
500  722.287500  1.045273  0.011279
500  722.700000  1.044359  0.011894
500  723.112500  1.044696  0.011977
500  723.525000  1.044160  0.013381
500  723.937500  1.044545  0.013377
500  724.350000  1.045021  0.013359
500  724.762500  1.045321  0.013527
500  725.175000  1.046052  0.013436
500  725.587500  1.046389  0.013599
500  726.000000  1.046497  0.013585
500  726.412500  1.047384  0.013582
500  726.825000  1.047789  0.013653
500  727.237500  1.048152  0.013806
500  727.650000  1.048650  0.013907
500  728.062500  1.048862  0.014467
500  728.475000  1.050740  0.014205
500  728.887500  1.052397  0.014135
500  729.300000  1.053243  0.014004
500  729.712500  1.053863  0.014266
500  730.125000  1.054318  0.014427
500  730.537500  1.055267  0.014495
500  730.950000  1.056611  0.014400
500  731.362500  1.058010  0.014492
500  731.775000  1.058381  0.013253
500  732.187500  1.059722  0.013285
500  732.600000  1.060122  0.013420
500  733.012500  1.060992  0.013706
500  733.425000  1.061872  0.013560
500  733.837500  1.062455  0.013782
500  734.250000  1.062982  0.013417
500  734.662500  1.063084  0.013485
500  735.075000  1.062383  0.011927
500  735.487500  1.062544  0.011446
500  735.900000  1.061825  0.010379
500  736.312500  1.062615  0.010562
500  736.725000  1.063511  0.010618
500  737.137500  1.063633  0.010469
500  737.550000  1.063376  0.010276
500  737.962500  1.062843  0.010529
500  738.375000  1.062542  0.010480
500  738.787500  1.062718  0.010535
500  739.200000  1.062339  0.010524
500  739.612500  1.062104  0.010749
500  740.025000  1.061966  0.010723
500  740.437500  1.062923  0.010052
500  740.850000  1.063311  0.010086
500  741.262500  1.063020  0.010119
500  741.675000  1.063268  0.010125
500  742.087500  1.063183  0.009892
500  742.500000  1.063419  0.009894
500  742.912500  1.063683  0.009920
500  743.325000  1.063728  0.010347
500  743.737500  1.063614  0.010514
500  744.150000  1.063474  0.010598
500  744.562500  1.062979  0.010599
500  744.975000  1.062934  0.010292
500  745.387500  1.061945  0.010361
500  745.800000  1.061735  0.010404
500  746.212500  1.061062  0.010413
500  746.625000  1.061199  0.010297
500  747.037500  1.061409  0.010120
500  747.450000  1.060664  0.010630
500  747.862500  1.059853  0.010767
500  748.275000  1.059958  0.010751
500  748.687500  1.059222  0.010714
500  749.100000  1.057759  0.011021
500  749.512500  1.058726  0.011288
500  749.925000  1.059321  0.011114
500  750.337500  1.059114  0.011126
500  750.750000  1.060369  0.011411
500  751.162500  1.060059  0.011519
500  751.575000  1.061407  0.011673
500  751.987500  1.061767  0.011595
500  752.400000  1.062712  0.012143
500  752.812500  1.062890  0.012092
500  753.225000  1.062661  0.011938
500  753.637500  1.061758  0.012193
500  754.050000  1.061695  0.012228
500  754.462500  1.060823  0.012154
500  754.875000  1.061469  0.012001
500  755.287500  1.061370  0.012001
500  755.700000  1.060741  0.011993
500  756.112500  1.060780  0.011991
500  756.525000  1.061907  0.011890
500  756.937500  1.062073  0.011910
500  757.350000  1.061901  0.011909
500  757.762500  1.061472  0.011894
500  758.175000  1.061773  0.011774
500  758.587500  1.062073  0.011748
500  759.000000  1.062112  0.011786
500  759.412500  1.062108  0.011791
500  759.825000  1.062162  0.011851
500  760.237500  1.060694  0.011024
500  760.650000  1.059936  0.010920
500  761.062500  1.059059  0.010858
500  761.475000  1.058261  0.010893
500  761.887500  1.057629  0.010943
500  762.300000  1.057486  0.010834
500  762.712500  1.056885  0.010813
500  763.125000  1.055841  0.011640
500  763.537500  1.054948  0.012070
500  763.950000  1.055384  0.012281
500  764.362500  1.056107  0.011821
500  764.775000  1.056119  0.012122
500  765.187500  1.056539  0.012138
500  765.600000  1.056944  0.012329
500  766.012500  1.057955  0.012317
500  766.425000  1.057616  0.012823
500  766.837500  1.057740  0.013908
500  767.250000  1.059071  0.014061
500  767.662500  1.059708  0.013671
500  768.075000  1.060840  0.014181
500  768.487500  1.062002  0.013752
500  768.900000  1.063092  0.013996
500  769.312500  1.063470  0.013334
500  769.725000  1.064235  0.014005
500  770.137500  1.065389  0.013886
500  770.550000  1.067487  0.013805
500  770.962500  1.068329  0.013279
500  771.375000  1.069310  0.013765
500  771.787500  1.071042  0.013693
500  772.200000  1.072622  0.013684
500  772.612500  1.073572  0.013839
500  773.025000  1.073983  0.014105
500  773.437500  1.074131  0.013579
500  773.850000  1.074960  0.013290
500  774.262500  1.076032  0.013276
500  774.675000  1.076568  0.013414
500  775.087500  1.076495  0.014121
500  775.500000  1.077217  0.013891
500  775.912500  1.077402  0.013543
500  776.325000  1.078255  0.013279
500  776.737500  1.078117  0.012842
500  777.150000  1.078611  0.012678
500  777.562500  1.078898  0.012334
500  777.975000  1.079427  0.012255
500  778.387500  1.079664  0.012166
500  778.800000  1.079608  0.012096
500  779.212500  1.079430  0.011934
500  779.625000  1.078524  0.011945
500  780.037500  1.078752  0.011979
500  780.450000  1.078927  0.012099
500  780.862500  1.078216  0.011019
500  781.275000  1.077717  0.010762
500  781.687500  1.078076  0.010758
500  782.100000  1.077373  0.010604
500  782.512500  1.077892  0.010891
500  782.925000  1.078045  0.010834
500  783.337500  1.078409  0.010705
500  783.750000  1.079024  0.010369
500  784.162500  1.079499  0.010424
500  784.575000  1.079870  0.010579
500  784.987500  1.080271  0.010445
500  785.400000  1.079673  0.010023
500  785.812500  1.080078  0.010085
500  786.225000  1.079941  0.010068
500  786.637500  1.080361  0.009791
500  787.050000  1.080630  0.009918
500  787.462500  1.080357  0.009876
500  787.875000  1.080470  0.010086
500  788.287500  1.080542  0.009912
500  788.700000  1.079501  0.009167
500  789.112500  1.078493  0.008670
500  789.525000  1.078454  0.008789
500  789.937500  1.078561  0.008595
500  790.350000  1.078232  0.008557
500  790.762500  1.077447  0.008494
500  791.175000  1.075979  0.009422
500  791.587500  1.075561  0.009611
500  792.000000  1.077286  0.009561
500  792.412500  1.077434  0.009595
500  792.825000  1.077692  0.009506
500  793.237500  1.076281  0.010576
500  793.650000  1.076591  0.010533
500  794.062500  1.076605  0.010569
500  794.475000  1.076450  0.010583
500  794.887500  1.076346  0.010366
500  795.300000  1.076085  0.010290
500  795.712500  1.075785  0.010415
500  796.125000  1.075903  0.010419
500  796.537500  1.076471  0.010209
500  796.950000  1.077308  0.010107
500  797.362500  1.078192  0.010001
500  797.775000  1.078999  0.010421
500  798.187500  1.079453  0.010443
500  798.600000  1.079172  0.010536
500  799.012500  1.079272  0.010643
500  799.425000  1.078506  0.010681
500  799.837500  1.079392  0.010895
500  800.250000  1.079893  0.010913
500  800.662500  1.081322  0.011647
500  801.075000  1.081465  0.011713
500  801.487500  1.081612  0.012092
500  801.900000  1.081640  0.012118
500  802.312500  1.081584  0.012181
500  802.725000  1.081110  0.012196
500  803.137500  1.080776  0.012241
500  803.550000  1.080976  0.012480
500  803.962500  1.080560  0.012816
500  804.375000  1.081103  0.014495
500  804.787500  1.078807  0.014602
500  805.200000  1.078199  0.014589
500  805.612500  1.077521  0.014785
500  806.025000  1.076908  0.015186
500  806.437500  1.075476  0.015259
500  806.850000  1.074336  0.015511
500  807.262500  1.072706  0.015477
500  807.675000  1.071687  0.015609
500  808.087500  1.072385  0.015846
500  808.500000  1.071618  0.015445
500  808.912500  1.069104  0.015249
500  809.325000  1.066799  0.015460
500  809.737500  1.065192  0.015449
500  810.150000  1.065336  0.014220
500  810.562500  1.064747  0.014079
500  810.975000  1.065110  0.014631
500  811.387500  1.064321  0.014388
500  811.800000  1.063378  0.014370
500  812.212500  1.062759  0.014225
500  812.625000  1.063142  0.013937
500  813.037500  1.062411  0.013894
500  813.450000  1.061920  0.013787
500  813.862500  1.060993  0.014094
500  814.275000  1.061353  0.014215
500  814.687500  1.060775  0.014184
500  815.100000  1.060797  0.014204
500  815.512500  1.061437  0.013846
500  815.925000  1.062339  0.013232
500  816.337500  1.063118  0.012419
500  816.750000  1.063995  0.012827
500  817.162500  1.063716  0.013181
500  817.575000  1.063494  0.013025
500  817.987500  1.064325  0.013239
500  818.400000  1.063839  0.013191
500  818.812500  1.063450  0.013564
500  819.225000  1.064147  0.013593
500  819.637500  1.064571  0.013566
500  820.050000  1.064618  0.013769
500  820.462500  1.064946  0.013748
500  820.875000  1.064672  0.013796
500  821.287500  1.064035  0.012824
500  821.700000  1.065385  0.012192
500  822.112500  1.065607  0.012215
500  822.525000  1.066109  0.012304
500  822.937500  1.065951  0.012156
500  823.350000  1.065872  0.012161
500  823.762500  1.066014  0.012252
500  824.175000  1.066504  0.012203
500  824.587500  1.065971  0.012190
500  825.000000  1.064824  0.011223
500  825.412500  1.064235  0.011243
500  825.825000  1.064662  0.011390
500  826.237500  1.064741  0.011012
500  826.650000  1.064825  0.010936
500  827.062500  1.065078  0.010973
500  827.475000  1.064675  0.011144
500  827.887500  1.063605  0.010380
500  828.300000  1.064352  0.010634
500  828.712500  1.064080  0.010668
500  829.125000  1.064316  0.010690
500  829.537500  1.064029  0.010644
500  829.950000  1.063883  0.010600
500  830.362500  1.063513  0.010900
500  830.775000  1.064299  0.010390
500  831.187500  1.064083  0.010235
500  831.600000  1.064189  0.010240
500  832.012500  1.064414  0.010260
500  832.425000  1.064360  0.010216
500  832.837500  1.064574  0.010381
500  833.250000  1.064719  0.010302
500  833.662500  1.063705  0.009731
500  834.075000  1.063869  0.009453
500  834.487500  1.064296  0.009656
500  834.900000  1.063996  0.009519
500  835.312500  1.063863  0.009493
500  835.725000  1.064337  0.008942
500  836.137500  1.063968  0.008861
500  836.550000  1.064502  0.009294
500  836.962500  1.064709  0.008992
500  837.375000  1.063993  0.009549
500  837.787500  1.065313  0.009952
500  838.200000  1.064775  0.010062
500  838.612500  1.064532  0.010078
500  839.025000  1.065109  0.010105
500  839.437500  1.064654  0.009996
500  839.850000  1.063958  0.010369
500  840.262500  1.064672  0.010562
500  840.675000  1.064183  0.010372
500  841.087500  1.064114  0.010382
500  841.500000  1.064486  0.010436
500  841.912500  1.064318  0.010464
500  842.325000  1.064156  0.010438
500  842.737500  1.063419  0.010221
500  843.150000  1.063882  0.010112
500  843.562500  1.063812  0.010040
500  843.975000  1.063594  0.010057
500  844.387500  1.063717  0.009852
500  844.800000  1.064805  0.011052
500  845.212500  1.063498  0.010927
500  845.625000  1.063112  0.010931
500  846.037500  1.062634  0.010910
500  846.450000  1.061848  0.010842
500  846.862500  1.061044  0.011260
500  847.275000  1.061639  0.010785
500  847.687500  1.061185  0.011378
500  848.100000  1.061793  0.011402
500  848.512500  1.062000  0.011445
500  848.925000  1.062218  0.011409
500  849.337500  1.061827  0.011758
500  849.750000  1.062002  0.011654
500  850.162500  1.062222  0.011666
500  850.575000  1.062581  0.011662
500  850.987500  1.063183  0.011566
500  851.400000  1.062785  0.011636
500  851.812500  1.062971  0.011458
500  852.225000  1.063548  0.011473
500  852.637500  1.064023  0.011469
500  853.050000  1.064427  0.011471
500  853.462500  1.063859  0.011137
500  853.875000  1.064481  0.011121
500  854.287500  1.065617  0.010715
500  854.700000  1.065221  0.010066
500  855.112500  1.065917  0.009971
500  855.525000  1.066067  0.010196
500  855.937500  1.066702  0.010288
500  856.350000  1.066949  0.010352
500  856.762500  1.068334  0.010070
500  857.175000  1.067986  0.009951
500  857.587500  1.069096  0.010336
500  858.000000  1.069298  0.010281
500  858.412500  1.068524  0.010592
500  858.825000  1.068443  0.010481
500  859.237500  1.068636  0.010492
500  859.650000  1.068561  0.010537
500  860.062500  1.068136  0.010458
500  860.475000  1.068179  0.010519
500  860.887500  1.067888  0.010448
500  861.300000  1.068357  0.010484
500  861.712500  1.067212  0.008661
500  862.125000  1.067713  0.008896
500  862.537500  1.068339  0.009507
500  862.950000  1.067627  0.009509
500  863.362500  1.067109  0.009518
500  863.775000  1.067729  0.009296
500  864.187500  1.067318  0.009305
500  864.600000  1.067701  0.008798
500  865.012500  1.067423  0.008701
500  865.425000  1.067678  0.008771
500  865.837500  1.067019  0.008765
500  866.250000  1.067551  0.008454
500  866.662500  1.067401  0.008476
500  867.075000  1.067911  0.009179
500  867.487500  1.068197  0.009837
500  867.900000  1.068336  0.009885
500  868.312500  1.067530  0.010253
500  868.725000  1.067310  0.010335
500  869.137500  1.066918  0.010380
500  869.550000  1.066336  0.010385
500  869.962500  1.065500  0.010527
500  870.375000  1.065195  0.010504
500  870.787500  1.064262  0.010842
500  871.200000  1.063571  0.011167
500  871.612500  1.063429  0.011180
500  872.025000  1.064553  0.012368
500  872.437500  1.064883  0.012164
500  872.850000  1.064647  0.012184
500  873.262500  1.065023  0.012279
500  873.675000  1.064625  0.012309
500  874.087500  1.064812  0.012227
500  874.500000  1.063372  0.012014
500  874.912500  1.062163  0.012217
500  875.325000  1.062524  0.011795
500  875.737500  1.062073  0.011855
500  876.150000  1.061982  0.011838
500  876.562500  1.062494  0.011819
500  876.975000  1.062517  0.011783
500  877.387500  1.062824  0.011701
500  877.800000  1.063743  0.011650
500  878.212500  1.064028  0.011662
500  878.625000  1.064436  0.011700
500  879.037500  1.063513  0.012102
500  879.450000  1.063437  0.011943
500  879.862500  1.063883  0.011879
500  880.275000  1.064753  0.012125
500  880.687500  1.064456  0.012099
500  881.100000  1.064268  0.012176
500  881.512500  1.064491  0.012129
500  881.925000  1.064698  0.012130
500  882.337500  1.064285  0.012267
500  882.750000  1.064722  0.012213
500  883.162500  1.065146  0.012215
500  883.575000  1.064783  0.012294
500  883.987500  1.064338  0.011862
500  884.400000  1.063161  0.011621
500  884.812500  1.062358  0.011674
500  885.225000  1.063767  0.011295
500  885.637500  1.063188  0.011407
500  886.050000  1.063557  0.011489
500  886.462500  1.064223  0.011692
500  886.875000  1.064424  0.011647
500  887.287500  1.064357  0.011883
500  887.700000  1.064714  0.012128
500  888.112500  1.066143  0.011826
500  888.525000  1.066892  0.011917
500  888.937500  1.066336  0.010690
500  889.350000  1.067729  0.011197
500  889.762500  1.067560  0.010987
500  890.175000  1.067740  0.010830
500  890.587500  1.067799  0.010751
500  891.000000  1.067952  0.010842
500  891.412500  1.068837  0.011364
500  891.825000  1.069271  0.011176
500  892.237500  1.068983  0.011185
500  892.650000  1.069873  0.011667
500  893.062500  1.069743  0.011663
500  893.475000  1.069604  0.011805
500  893.887500  1.069078  0.011918
500  894.300000  1.068823  0.011934
500  894.712500  1.068865  0.012190
500  895.125000  1.068177  0.012167
500  895.537500  1.067496  0.012110
500  895.950000  1.068181  0.011818
500  896.362500  1.067289  0.011642
500  896.775000  1.065773  0.012167
500  897.187500  1.064423  0.011805
500  897.600000  1.063317  0.012012
500  898.012500  1.063189  0.011944
500  898.425000  1.062792  0.011960
500  898.837500  1.062335  0.011945
500  899.250000  1.062622  0.011882
500  899.662500  1.062429  0.011869
500  900.075000  1.061839  0.011900
500  900.487500  1.062122  0.011796
500  900.900000  1.061874  0.011799
500  901.312500  1.062193  0.011581
500  901.725000  1.062699  0.011366
500  902.137500  1.062449  0.011257
500  902.550000  1.062866  0.011139
500  902.962500  1.062590  0.011015
500  903.375000  1.062067  0.010852
500  903.787500  1.062837  0.010834
500  904.200000  1.063335  0.010735
500  904.612500  1.065116  0.010227
500  905.025000  1.065727  0.010231
500  905.437500  1.066849  0.010091
500  905.850000  1.067524  0.010193
500  906.262500  1.067348  0.009774
500  906.675000  1.068651  0.009812
500  907.087500  1.068928  0.009778
500  907.500000  1.069676  0.009784
500  907.912500  1.069511  0.009710
500  908.325000  1.068867  0.009219
500  908.737500  1.069531  0.009295
500  909.150000  1.069958  0.009302
500  909.562500  1.070101  0.009056
500  909.975000  1.070697  0.009534
500  910.387500  1.069985  0.009173
500  910.800000  1.070832  0.009477
500  911.212500  1.071286  0.009857
500  911.625000  1.070251  0.009422
500  912.037500  1.069510  0.009435
500  912.450000  1.068161  0.009821
500  912.862500  1.066610  0.009852
500  913.275000  1.065668  0.009854
500  913.687500  1.066451  0.009548
500  914.100000  1.066602  0.009795
500  914.512500  1.067172  0.009869
500  914.925000  1.066405  0.009940
500  915.337500  1.066224  0.009902
500  915.750000  1.065977  0.009938
500  916.162500  1.064611  0.010354
500  916.575000  1.064449  0.010372
500  916.987500  1.064297  0.010323
500  917.400000  1.063581  0.010410
500  917.812500  1.063510  0.010427
500  918.225000  1.063273  0.010422
500  918.637500  1.063754  0.010691
500  919.050000  1.063559  0.010689
500  919.462500  1.063649  0.010565
500  919.875000  1.063042  0.010971
500  920.287500  1.063228  0.010927
500  920.700000  1.063300  0.010919
500  921.112500  1.063649  0.010783
500  921.525000  1.063584  0.010683
500  921.937500  1.063327  0.010904
500  922.350000  1.062875  0.011346
500  922.762500  1.063043  0.011709
500  923.175000  1.064132  0.011661
500  923.587500  1.064844  0.011690
500  924.000000  1.064617  0.012661
500  924.412500  1.064590  0.012992
500  924.825000  1.065910  0.012922
500  925.237500  1.067086  0.012937
500  925.650000  1.067490  0.013097
500  926.062500  1.068577  0.013205
500  926.475000  1.068871  0.012865
500  926.887500  1.069101  0.012472
500  927.300000  1.069954  0.012484
500  927.712500  1.070071  0.011992
500  928.125000  1.070266  0.011440
500  928.537500  1.070089  0.011635
500  928.950000  1.070936  0.011627
500  929.362500  1.071562  0.012120
500  929.775000  1.072356  0.012723
500  930.187500  1.073749  0.012765
500  930.600000  1.074190  0.012529
500  931.012500  1.075019  0.012080
500  931.425000  1.074957  0.011590
500  931.837500  1.075991  0.011601
500  932.250000  1.075969  0.012078
500  932.662500  1.076814  0.011834
500  933.075000  1.077973  0.011900
500  933.487500  1.078345  0.011815
500  933.900000  1.078503  0.012231
500  934.312500  1.079531  0.012300
500  934.725000  1.080213  0.012040
500  935.137500  1.080838  0.012141
500  935.550000  1.081771  0.011756
500  935.962500  1.082558  0.011715
500  936.375000  1.083240  0.011803
500  936.787500  1.084290  0.011905
500  937.200000  1.084323  0.011839
500  937.612500  1.083850  0.011456
500  938.025000  1.083928  0.011441
500  938.437500  1.083073  0.011132
500  938.850000  1.083284  0.011211
500  939.262500  1.083579  0.011198
500  939.675000  1.084122  0.011243
500  940.087500  1.082537  0.011623
500  940.500000  1.081952  0.011209
500  940.912500  1.082705  0.011056
500  941.325000  1.082938  0.011084
500  941.737500  1.082393  0.011033
500  942.150000  1.082163  0.011142
500  942.562500  1.081947  0.011172
500  942.975000  1.081793  0.011422
500  943.387500  1.081065  0.011426
500  943.800000  1.080527  0.011524
500  944.212500  1.079615  0.011525
500  944.625000  1.078268  0.011637
500  945.037500  1.077208  0.011585
500  945.450000  1.076501  0.011488
500  945.862500  1.075558  0.011466
500  946.275000  1.074843  0.011407
500  946.687500  1.075213  0.010962
500  947.100000  1.075161  0.011095
500  947.512500  1.074442  0.011277
500  947.925000  1.073699  0.011202
500  948.337500  1.073806  0.011145
500  948.750000  1.074067  0.011511
500  949.162500  1.075028  0.011235
500  949.575000  1.073971  0.011370
500  949.987500  1.073920  0.011235
500  950.400000  1.074276  0.011084
500  950.812500  1.074741  0.010526
