# label  time(ns)  cluster_avg  std
500  50.737500  0.437167  0.016897
500  51.150000  0.437756  0.017261
500  51.562500  0.438775  0.017364
500  51.975000  0.440677  0.017250
500  52.387500  0.443637  0.016904
500  52.800000  0.445422  0.016917
500  53.212500  0.446775  0.016857
500  53.625000  0.448439  0.016913
500  54.037500  0.449485  0.016874
500  54.450000  0.450011  0.016757
500  54.862500  0.450782  0.016556
500  55.275000  0.451743  0.016541
500  55.687500  0.452969  0.016754
500  56.100000  0.453923  0.017086
500  56.512500  0.454393  0.017173
500  56.925000  0.455976  0.017383
500  57.337500  0.457186  0.017120
500  57.750000  0.457483  0.017150
500  58.162500  0.457903  0.017289
500  58.575000  0.456605  0.017310
500  58.987500  0.457026  0.017658
500  59.400000  0.456098  0.017693
500  59.812500  0.454714  0.017836
500  60.225000  0.453417  0.017967
500  60.637500  0.451637  0.018079
500  61.050000  0.451346  0.018055
500  61.462500  0.449520  0.017754
500  61.875000  0.447576  0.017849
500  62.287500  0.445298  0.018079
500  62.700000  0.444052  0.018046
500  63.112500  0.443222  0.018184
500  63.525000  0.442267  0.018543
500  63.937500  0.441583  0.018897
500  64.350000  0.440532  0.018525
500  64.762500  0.440998  0.018450
500  65.175000  0.442155  0.017888
500  65.587500  0.442881  0.017934
500  66.000000  0.444536  0.016890
500  66.412500  0.446203  0.016397
500  66.825000  0.447450  0.016424
500  67.237500  0.449047  0.016394
500  67.650000  0.450721  0.016387
500  68.062500  0.452946  0.016184
500  68.475000  0.454367  0.016582
500  68.887500  0.456408  0.016576
500  69.300000  0.458006  0.016361
500  69.712500  0.459244  0.016292
500  70.125000  0.460236  0.016422
500  70.537500  0.461474  0.016151
500  70.950000  0.462580  0.016253
500  71.362500  0.463387  0.016984
500  71.775000  0.464062  0.017323
500  72.187500  0.464442  0.018435
500  72.600000  0.464147  0.019105
500  73.012500  0.463915  0.018873
500  73.425000  0.464384  0.018759
500  73.837500  0.464605  0.017837
500  74.250000  0.465019  0.017687
500  74.662500  0.465776  0.017138
500  75.075000  0.466292  0.016092
500  75.487500  0.467241  0.016369
500  75.900000  0.466444  0.015050
500  76.312500  0.467111  0.015001
500  76.725000  0.467504  0.015813
500  77.137500  0.468575  0.016007
500  77.550000  0.469009  0.017681
500  77.962500  0.469097  0.017674
500  78.375000  0.469586  0.018973
500  78.787500  0.470572  0.020469
500  79.200000  0.472023  0.022232
500  79.612500  0.472975  0.024198
500  80.025000  0.475335  0.024626
500  80.437500  0.478499  0.024872
500  80.850000  0.481378  0.025490
500  81.262500  0.483817  0.025919
500  81.675000  0.486394  0.025846
500  82.087500  0.489117  0.025916
500  82.500000  0.491141  0.025313
500  82.912500  0.494153  0.025226
500  83.325000  0.497492  0.024992
500  83.737500  0.499287  0.025106
500  84.150000  0.502237  0.024506
500  84.562500  0.503721  0.024436
500  84.975000  0.506417  0.023666
500  85.387500  0.508621  0.023623
500  85.800000  0.509781  0.022740
500  86.212500  0.510327  0.021512
500  86.625000  0.510834  0.021047
500  87.037500  0.511861  0.020644
500  87.450000  0.511995  0.019273
500  87.862500  0.512082  0.018970
500  88.275000  0.514021  0.018638
500  88.687500  0.515050  0.018223
500  89.100000  0.516513  0.018268
500  89.512500  0.518407  0.018274
500  89.925000  0.519836  0.018233
500  90.337500  0.521188  0.017886
500  90.750000  0.522272  0.017267
500  91.162500  0.522484  0.017204
500  91.575000  0.521768  0.016934
500  91.987500  0.520829  0.015852
500  92.400000  0.521049  0.015161
500  92.812500  0.521407  0.014651
500  93.225000  0.520981  0.013589
500  93.637500  0.521816  0.013523
500  94.050000  0.521486  0.012628
500  94.462500  0.522202  0.012698
500  94.875000  0.522397  0.012648
500  95.287500  0.522501  0.012651
500  95.700000  0.522759  0.012638
500  96.112500  0.524156  0.012835
500  96.525000  0.526543  0.013692
500  96.937500  0.527310  0.014319
500  97.350000  0.527412  0.014737
500  97.762500  0.527576  0.015040
500  98.175000  0.527516  0.015143
500  98.587500  0.527209  0.015367
500  99.000000  0.527163  0.015941
500  99.412500  0.526568  0.016139
500  99.825000  0.525836  0.016560
500  100.237500  0.524466  0.016856
500  100.650000  0.523559  0.016745
500  101.062500  0.521783  0.016979
500  101.475000  0.521345  0.017547
500  101.887500  0.518682  0.017460
500  102.300000  0.517119  0.018007
500  102.712500  0.515216  0.018215
500  103.125000  0.513563  0.018414
500  103.537500  0.512052  0.018193
500  103.950000  0.510273  0.018114
500  104.362500  0.508456  0.017822
500  104.775000  0.507676  0.017266
500  105.187500  0.504958  0.017267
500  105.600000  0.503636  0.017523
500  106.012500  0.502089  0.017403
500  106.425000  0.499742  0.017278
500  106.837500  0.497730  0.017030
500  107.250000  0.495534  0.016989
500  107.662500  0.493398  0.016986
500  108.075000  0.492300  0.016281
500  108.487500  0.492852  0.014741
500  108.900000  0.493886  0.013463
500  109.312500  0.493717  0.012846
500  109.725000  0.493833  0.012340
500  110.137500  0.493616  0.011822
500  110.550000  0.492886  0.012180
500  110.962500  0.493029  0.012051
500  111.375000  0.493395  0.011954
500  111.787500  0.493893  0.011907
500  112.200000  0.494342  0.012320
500  112.612500  0.496182  0.011659
500  113.025000  0.497063  0.011879
500  113.437500  0.497773  0.011540
500  113.850000  0.498491  0.011510
500  114.262500  0.498583  0.012149
500  114.675000  0.500052  0.012176
500  115.087500  0.501406  0.012174
500  115.500000  0.502907  0.012192
500  115.912500  0.504022  0.012119
500  116.325000  0.503406  0.014821
500  116.737500  0.503549  0.015596
500  117.150000  0.503954  0.016058
500  117.562500  0.504931  0.016762
500  117.975000  0.504781  0.018599
500  118.387500  0.505412  0.018575
500  118.800000  0.506212  0.019464
500  119.212500  0.507205  0.019406
500  119.625000  0.508430  0.019576
500  120.037500  0.508620  0.020866
500  120.450000  0.508906  0.022680
500  120.862500  0.510020  0.023498
500  121.275000  0.511630  0.024239
500  121.687500  0.513137  0.024254
500  122.100000  0.514773  0.025391
500  122.512500  0.515919  0.025457
500  122.925000  0.517516  0.025596
500  123.337500  0.520513  0.025609
500  123.750000  0.523003  0.026038
500  124.162500  0.525641  0.026546
500  124.575000  0.527704  0.027717
500  124.987500  0.529475  0.030065
500  125.400000  0.530673  0.031659
500  125.812500  0.532091  0.031943
500  126.225000  0.534839  0.032142
500  126.637500  0.537638  0.031804
500  127.050000  0.540780  0.032466
500  127.462500  0.544163  0.033044
500  127.875000  0.546884  0.033967
500  128.287500  0.549411  0.035014
500  128.700000  0.553410  0.034464
500  129.112500  0.557168  0.035269
500  129.525000  0.559990  0.035421
500  129.937500  0.562519  0.036565
500  130.350000  0.565135  0.036201
500  130.762500  0.568229  0.035668
500  131.175000  0.571247  0.036523
500  131.587500  0.573056  0.036095
500  132.000000  0.574848  0.036229
500  132.412500  0.576627  0.035165
500  132.825000  0.577472  0.034369
500  133.237500  0.581026  0.035347
500  133.650000  0.584450  0.035141
500  134.062500  0.586876  0.035480
500  134.475000  0.589729  0.035438
500  134.887500  0.594191  0.035420
500  135.300000  0.596778  0.035141
500  135.712500  0.600559  0.034593
500  136.125000  0.603286  0.033512
500  136.537500  0.605998  0.032185
500  136.950000  0.609422  0.031938
500  137.362500  0.612444  0.032582
500  137.775000  0.615336  0.032373
500  138.187500  0.617501  0.032600
500  138.600000  0.619405  0.032240
500  139.012500  0.622561  0.031906
500  139.425000  0.625090  0.031445
500  139.837500  0.627183  0.030868
500  140.250000  0.627907  0.029448
500  140.662500  0.629557  0.028218
500  141.075000  0.630300  0.027865
500  141.487500  0.631863  0.028072
500  141.900000  0.634573  0.028682
500  142.312500  0.637813  0.028995
500  142.725000  0.640287  0.029343
500  143.137500  0.642256  0.028891
500  143.550000  0.643822  0.027804
500  143.962500  0.645919  0.027112
500  144.375000  0.647344  0.026781
500  144.787500  0.650106  0.026276
500  145.200000  0.652838  0.026136
500  145.612500  0.653529  0.023760
500  146.025000  0.654755  0.023467
500  146.437500  0.656752  0.022574
500  146.850000  0.659323  0.022396
500  147.262500  0.660987  0.021664
500  147.675000  0.661868  0.020497
500  148.087500  0.664132  0.019964
500  148.500000  0.665215  0.020452
500  148.912500  0.667064  0.020715
500  149.325000  0.668533  0.020615
500  149.737500  0.670807  0.020848
500  150.150000  0.672410  0.021144
500  150.562500  0.673693  0.020605
500  150.975000  0.676830  0.020438
500  151.387500  0.679084  0.020060
500  151.800000  0.680524  0.018702
500  152.212500  0.682198  0.018398
500  152.625000  0.682579  0.017100
500  153.037500  0.682730  0.016408
500  153.450000  0.682797  0.014930
500  153.862500  0.682643  0.013462
500  154.275000  0.683170  0.013150
500  154.687500  0.683246  0.012329
500  155.100000  0.683363  0.012758
500  155.512500  0.684331  0.012541
500  155.925000  0.683336  0.012529
500  156.337500  0.683125  0.012146
500  156.750000  0.682567  0.012695
500  157.162500  0.682447  0.013867
500  157.575000  0.681806  0.014737
500  157.987500  0.681961  0.016597
500  158.400000  0.683239  0.016898
500  158.812500  0.683674  0.018180
500  159.225000  0.684397  0.018607
500  159.637500  0.685678  0.019258
500  160.050000  0.686803  0.020229
500  160.462500  0.688664  0.020458
500  160.875000  0.691002  0.020239
500  161.287500  0.693767  0.020253
500  161.700000  0.694558  0.020615
500  162.112500  0.695808  0.020933
500  162.525000  0.698020  0.020866
500  162.937500  0.700205  0.021246
500  163.350000  0.702573  0.020761
500  163.762500  0.704493  0.020278
500  164.175000  0.705659  0.020358
500  164.587500  0.707096  0.020606
500  165.000000  0.707678  0.020160
500  165.412500  0.709327  0.020880
500  165.825000  0.711309  0.020959
500  166.237500  0.713309  0.021052
500  166.650000  0.715027  0.021199
500  167.062500  0.716993  0.021711
500  167.475000  0.719802  0.021563
500  167.887500  0.720476  0.020470
500  168.300000  0.721362  0.019851
500  168.712500  0.722079  0.018582
500  169.125000  0.723274  0.017617
500  169.537500  0.724443  0.016956
500  169.950000  0.726080  0.016669
500  170.362500  0.727150  0.016041
500  170.775000  0.727812  0.015408
500  171.187500  0.727371  0.014759
500  171.600000  0.727339  0.013894
500  172.012500  0.727612  0.013671
500  172.425000  0.726319  0.012002
500  172.837500  0.725777  0.012145
500  173.250000  0.724976  0.011617
500  173.662500  0.724758  0.011550
500  174.075000  0.724601  0.011570
500  174.487500  0.724901  0.011566
500  174.900000  0.725772  0.011446
500  175.312500  0.725759  0.011388
500  175.725000  0.726630  0.011487
500  176.137500  0.726433  0.011515
500  176.550000  0.726498  0.011509
500  176.962500  0.727096  0.011363
500  177.375000  0.727024  0.011346
500  177.787500  0.726069  0.010783
500  178.200000  0.724426  0.010722
500  178.612500  0.723938  0.011246
500  179.025000  0.724109  0.011272
500  179.437500  0.724016  0.011128
500  179.850000  0.724400  0.011150
500  180.262500  0.723762  0.010482
500  180.675000  0.723257  0.010279
500  181.087500  0.723459  0.010550
500  181.500000  0.724056  0.011415
500  181.912500  0.724341  0.011733
500  182.325000  0.724795  0.011664
500  182.737500  0.725047  0.012412
500  183.150000  0.724406  0.012370
500  183.562500  0.724547  0.012508
500  183.975000  0.724761  0.012164
500  184.387500  0.722980  0.012479
500  184.800000  0.722850  0.012218
500  185.212500  0.723247  0.012045
500  185.625000  0.722816  0.011973
500  186.037500  0.722265  0.011975
500  186.450000  0.721872  0.011977
500  186.862500  0.720681  0.011980
500  187.275000  0.719371  0.011927
500  187.687500  0.717812  0.012264
500  188.100000  0.716717  0.013442
500  188.512500  0.715986  0.013636
500  188.925000  0.714570  0.014930
500  189.337500  0.713730  0.016395
500  189.750000  0.713904  0.017255
500  190.162500  0.714812  0.017424
500  190.575000  0.715021  0.018420
500  190.987500  0.715517  0.019628
500  191.400000  0.716887  0.019832
500  191.812500  0.717461  0.020701
500  192.225000  0.717958  0.021572
500  192.637500  0.719077  0.021616
500  193.050000  0.721105  0.021827
500  193.462500  0.721927  0.023401
500  193.875000  0.723113  0.024522
500  194.287500  0.724182  0.026392
500  194.700000  0.726104  0.027581
500  195.112500  0.729492  0.028268
500  195.525000  0.733727  0.028641
500  195.937500  0.737379  0.029266
500  196.350000  0.740831  0.029715
500  196.762500  0.743530  0.031082
500  197.175000  0.746820  0.031641
500  197.587500  0.750760  0.031339
500  198.000000  0.754070  0.031230
500  198.412500  0.756904  0.030392
500  198.825000  0.759678  0.029827
500  199.237500  0.762607  0.029056
500  199.650000  0.764411  0.027885
500  200.062500  0.767246  0.027372
500  200.475000  0.769318  0.026013
500  200.887500  0.771093  0.024877
500  201.300000  0.773990  0.024685
500  201.712500  0.775769  0.023821
500  202.125000  0.777140  0.022027
500  202.537500  0.778918  0.021059
500  202.950000  0.780047  0.019683
500  203.362500  0.781254  0.018014
500  203.775000  0.781582  0.016828
500  204.187500  0.780957  0.016079
500  204.600000  0.780844  0.015582
500  205.012500  0.781761  0.015395
500  205.425000  0.781355  0.014431
500  205.837500  0.781180  0.015175
500  206.250000  0.781341  0.015942
500  206.662500  0.780987  0.017254
500  207.075000  0.780609  0.016566
500  207.487500  0.780691  0.017209
500  207.900000  0.780406  0.019274
500  208.312500  0.779074  0.021145
500  208.725000  0.778975  0.023072
500  209.137500  0.779050  0.025451
500  209.550000  0.779287  0.026198
500  209.962500  0.779365  0.026827
500  210.375000  0.781094  0.028051
500  210.787500  0.783239  0.028812
500  211.200000  0.786467  0.029436
500  211.612500  0.789709  0.029893
500  212.025000  0.793020  0.029881
500  212.437500  0.795640  0.029842
500  212.850000  0.798375  0.030153
500  213.262500  0.800370  0.031420
500  213.675000  0.804382  0.032053
500  214.087500  0.808566  0.032231
500  214.500000  0.811460  0.032175
500  214.912500  0.815241  0.032128
500  215.325000  0.818637  0.032056
500  215.737500  0.821544  0.032583
500  216.150000  0.823720  0.033489
500  216.562500  0.827346  0.033704
500  216.975000  0.830154  0.033988
500  217.387500  0.833777  0.033391
500  217.800000  0.837042  0.033112
500  218.212500  0.839963  0.032511
500  218.625000  0.843232  0.031856
500  219.037500  0.846397  0.030577
500  219.450000  0.848588  0.029064
500  219.862500  0.850868  0.027455
500  220.275000  0.851416  0.024368
500  220.687500  0.852046  0.022613
500  221.100000  0.853575  0.021742
500  221.512500  0.854292  0.020478
500  221.925000  0.854466  0.018128
500  222.337500  0.854311  0.016305
500  222.750000  0.854751  0.015725
500  223.162500  0.854357  0.014864
500  223.575000  0.854069  0.014561
500  223.987500  0.852948  0.013362
500  224.400000  0.851782  0.012705
500  224.812500  0.850837  0.012674
500  225.225000  0.850775  0.012739
500  225.637500  0.851364  0.013955
500  226.050000  0.851620  0.014061
500  226.462500  0.850626  0.014050
500  226.875000  0.850168  0.014030
500  227.287500  0.849946  0.014240
500  227.700000  0.849144  0.014323
500  228.112500  0.847428  0.014378
500  228.525000  0.846010  0.014334
500  228.937500  0.844197  0.014078
500  229.350000  0.842656  0.014080
500  229.762500  0.840588  0.014225
500  230.175000  0.840255  0.013648
500  230.587500  0.839730  0.013878
500  231.000000  0.838142  0.013853
500  231.412500  0.837457  0.013975
500  231.825000  0.836541  0.014397
500  232.237500  0.835170  0.014415
500  232.650000  0.835017  0.014234
500  233.062500  0.834673  0.012673
500  233.475000  0.833964  0.012352
500  233.887500  0.834843  0.011232
500  234.300000  0.834231  0.011183
500  234.712500  0.834734  0.010708
500  235.125000  0.834543  0.010547
500  235.537500  0.835073  0.010328
500  235.950000  0.834775  0.010365
500  236.362500  0.834919  0.010329
500  236.775000  0.834527  0.010458
500  237.187500  0.834921  0.010405
500  237.600000  0.835507  0.010280
500  238.012500  0.835536  0.010649
500  238.425000  0.836412  0.010614
500  238.837500  0.836781  0.010610
500  239.250000  0.837947  0.010791
500  239.662500  0.837588  0.010825
500  240.075000  0.837715  0.011051
500  240.487500  0.838824  0.011152
500  240.900000  0.839248  0.011143
500  241.312500  0.839974  0.011159
500  241.725000  0.840955  0.011092
500  242.137500  0.841446  0.011078
500  242.550000  0.840430  0.010243
500  242.962500  0.840376  0.009959
500  243.375000  0.840677  0.010025
500  243.787500  0.840751  0.010094
500  244.200000  0.840394  0.009963
500  244.612500  0.840606  0.009887
500  245.025000  0.841158  0.009861
500  245.437500  0.840996  0.010556
500  245.850000  0.841594  0.010538
500  246.262500  0.841713  0.010682
500  246.675000  0.843241  0.010440
500  247.087500  0.843147  0.011441
500  247.500000  0.843474  0.011156
500  247.912500  0.844233  0.011215
500  248.325000  0.844372  0.011093
500  248.737500  0.843855  0.010815
500  249.150000  0.844681  0.010731
500  249.562500  0.844482  0.010055
500  249.975000  0.845364  0.010030
500  250.387500  0.846480  0.010052
500  250.800000  0.846548  0.009542
500  251.212500  0.847632  0.009837
500  251.625000  0.847058  0.009718
500  252.037500  0.847557  0.009742
500  252.450000  0.848122  0.009794
500  252.862500  0.849120  0.010443
500  253.275000  0.849080  0.010456
500  253.687500  0.849189  0.010477
500  254.100000  0.848813  0.010665
500  254.512500  0.849091  0.010674
500  254.925000  0.849579  0.010645
500  255.337500  0.849539  0.010727
500  255.750000  0.849798  0.010737
500  256.162500  0.848425  0.011232
500  256.575000  0.848380  0.011939
500  256.987500  0.848753  0.012364
500  257.400000  0.848885  0.011943
500  257.812500  0.849220  0.011954
500  258.225000  0.847925  0.013781
500  258.637500  0.847597  0.014318
500  259.050000  0.847928  0.014327
500  259.462500  0.847745  0.016036
500  259.875000  0.847515  0.016946
500  260.287500  0.848332  0.017359
500  260.700000  0.849670  0.017407
500  261.112500  0.850454  0.018068
500  261.525000  0.851003  0.018459
500  261.937500  0.852244  0.018848
500  262.350000  0.855019  0.018833
500  262.762500  0.856295  0.018877
500  263.175000  0.857939  0.019168
500  263.587500  0.859265  0.018991
500  264.000000  0.862291  0.018939
500  264.412500  0.863723  0.019171
500  264.825000  0.864863  0.019941
500  265.237500  0.866602  0.020412
500  265.650000  0.869421  0.020485
500  266.062500  0.871625  0.020049
500  266.475000  0.873710  0.019926
500  266.887500  0.875148  0.020129
500  267.300000  0.876179  0.020116
500  267.712500  0.878661  0.019789
500  268.125000  0.879439  0.018804
500  268.537500  0.881254  0.018694
500  268.950000  0.883801  0.018914
500  269.362500  0.884552  0.017915
500  269.775000  0.884157  0.016062
500  270.187500  0.884959  0.015921
500  270.600000  0.885242  0.015674
500  271.012500  0.885255  0.015535
500  271.425000  0.884503  0.015038
500  271.837500  0.883861  0.014693
500  272.250000  0.882715  0.014397
500  272.662500  0.881020  0.013920
500  273.075000  0.880924  0.014030
500  273.487500  0.879977  0.014079
500  273.900000  0.879180  0.014042
500  274.312500  0.877561  0.013548
500  274.725000  0.876674  0.013704
500  275.137500  0.876143  0.013316
500  275.550000  0.875198  0.013318
500  275.962500  0.874057  0.013253
500  276.375000  0.874352  0.012838
500  276.787500  0.874435  0.012540
500  277.200000  0.873330  0.012797
500  277.612500  0.872360  0.012768
500  278.025000  0.872853  0.012842
500  278.437500  0.873217  0.012763
500  278.850000  0.873891  0.013227
500  279.262500  0.872607  0.013060
500  279.675000  0.871818  0.013060
500  280.087500  0.871460  0.012965
500  280.500000  0.871056  0.012944
500  280.912500  0.870789  0.013311
500  281.325000  0.871249  0.013606
500  281.737500  0.871538  0.012775
500  282.150000  0.872434  0.012562
500  282.562500  0.872832  0.013038
500  282.975000  0.871892  0.013043
500  283.387500  0.871728  0.013059
500  283.800000  0.872870  0.013132
500  284.212500  0.873191  0.012260
500  284.625000  0.872589  0.012258
500  285.037500  0.873254  0.012662
500  285.450000  0.872532  0.012666
500  285.862500  0.870662  0.012533
500  286.275000  0.870385  0.012850
500  286.687500  0.869531  0.012853
500  287.100000  0.868123  0.012676
500  287.512500  0.867319  0.012796
500  287.925000  0.866951  0.013243
500  288.337500  0.866333  0.013331
500  288.750000  0.865644  0.013649
500  289.162500  0.864698  0.013490
500  289.575000  0.864727  0.013452
500  289.987500  0.863742  0.013563
500  290.400000  0.863807  0.013612
500  290.812500  0.863210  0.013619
500  291.225000  0.863138  0.013964
500  291.637500  0.861722  0.014078
500  292.050000  0.861345  0.013865
500  292.462500  0.860754  0.013501
500  292.875000  0.859466  0.013413
500  293.287500  0.858324  0.013382
500  293.700000  0.857327  0.013306
500  294.112500  0.857348  0.012226
500  294.525000  0.857685  0.011919
500  294.937500  0.856814  0.011928
500  295.350000  0.855674  0.012209
500  295.762500  0.853652  0.013128
500  296.175000  0.853248  0.013275
500  296.587500  0.853728  0.012942
500  297.000000  0.853821  0.013199
500  297.412500  0.854504  0.013168
500  297.825000  0.854507  0.013270
500  298.237500  0.854619  0.013228
500  298.650000  0.854923  0.013853
500  299.062500  0.854792  0.014440
500  299.475000  0.854468  0.015016
500  299.887500  0.855899  0.015057
500  300.300000  0.857232  0.015081
500  300.712500  0.857493  0.014878
500  301.125000  0.859449  0.014831
500  301.537500  0.860149  0.015070
500  301.950000  0.860812  0.014679
500  302.362500  0.862868  0.014577
500  302.775000  0.864816  0.014476
500  303.187500  0.866148  0.014250
500  303.600000  0.867441  0.014681
500  304.012500  0.868833  0.015161
500  304.425000  0.869641  0.015726
500  304.837500  0.870362  0.015833
500  305.250000  0.871161  0.016549
500  305.662500  0.872627  0.016224
500  306.075000  0.874400  0.016423
500  306.487500  0.875580  0.016099
500  306.900000  0.877129  0.015872
500  307.312500  0.877908  0.015255
500  307.725000  0.878588  0.015153
500  308.137500  0.878647  0.014318
500  308.550000  0.879258  0.013731
500  308.962500  0.879551  0.012965
500  309.375000  0.880426  0.012409
500  309.787500  0.881512  0.012299
500  310.200000  0.882228  0.011960
500  310.612500  0.882345  0.011754
500  311.025000  0.883401  0.011839
500  311.437500  0.883155  0.010749
500  311.850000  0.883117  0.010428
500  312.262500  0.882875  0.010471
500  312.675000  0.883406  0.010354
500  313.087500  0.883801  0.010361
500  313.500000  0.883729  0.010202
500  313.912500  0.884012  0.010199
500  314.325000  0.884412  0.010471
500  314.737500  0.884032  0.010407
500  315.150000  0.883505  0.010228
500  315.562500  0.883511  0.010160
500  315.975000  0.884299  0.010423
500  316.387500  0.884706  0.010226
500  316.800000  0.884942  0.010493
500  317.212500  0.883986  0.010437
500  317.625000  0.883557  0.010448
500  318.037500  0.882646  0.010073
500  318.450000  0.882231  0.010071
500  318.862500  0.880525  0.010781
500  319.275000  0.878815  0.011031
500  319.687500  0.877943  0.011254
500  320.100000  0.877014  0.010809
500  320.512500  0.876501  0.010990
500  320.925000  0.875855  0.011607
500  321.337500  0.877033  0.011701
500  321.750000  0.877047  0.011863
500  322.162500  0.877982  0.011507
500  322.575000  0.877712  0.011882
500  322.987500  0.878131  0.012060
500  323.400000  0.878487  0.012332
500  323.812500  0.879102  0.012323
500  324.225000  0.879031  0.013401
500  324.637500  0.880433  0.013389
500  325.050000  0.881943  0.013399
500  325.462500  0.882939  0.013773
500  325.875000  0.884728  0.013779
500  326.287500  0.885597  0.013840
500  326.700000  0.886214  0.014386
500  327.112500  0.887590  0.014283
500  327.525000  0.889632  0.014279
500  327.937500  0.889890  0.013956
500  328.350000  0.891115  0.013666
500  328.762500  0.892459  0.013469
500  329.175000  0.893946  0.013469
500  329.587500  0.895514  0.013523
500  330.000000  0.896439  0.013395
500  330.412500  0.897122  0.013264
500  330.825000  0.898161  0.013265
500  331.237500  0.898132  0.012565
500  331.650000  0.898620  0.012520
500  332.062500  0.898632  0.012375
500  332.475000  0.898727  0.012339
500  332.887500  0.898045  0.011526
500  333.300000  0.897076  0.011606
500  333.712500  0.896398  0.010819
500  334.125000  0.896555  0.011129
500  334.537500  0.896035  0.011102
500  334.950000  0.894702  0.010863
500  335.362500  0.893348  0.010826
500  335.775000  0.893135  0.010617
500  336.187500  0.892652  0.010699
500  336.600000  0.892030  0.010970
500  337.012500  0.890800  0.011317
500  337.425000  0.890914  0.011310
500  337.837500  0.890952  0.011409
500  338.250000  0.890717  0.010974
500  338.662500  0.890638  0.010973
500  339.075000  0.890214  0.010975
